whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
"10 hat aficionados, in appreciation for their exquisite taste in millinery, will be picked at random to tour the LA tunnel & drive boring machine",0,0,0,0,0.6756,0.0079,0.3165,-2.059,2.321,0.001,0.763,-1.831,0.637,-1.222,-0.135,-1.262,-0.691,-1.316,-1.032,-2.171,-0.37
"UPS reserves 125 Tesla semi-trucks, largest public pre-order yet Thanks!",1,0,1,0,0.7969,0.0032,0.1999,-2.072,1.237,0.001,0.511,0.126,-0.988,0.8,-0.831,1.37,-0.6,1.124,-1.017,0.826,-1.743
Tesla Tops Owner Satisfaction Survey #Tesla #ModelS #ModelX Glad to see that Tesla owners are having a good experience. Working to improve further. Some cool software updates coming soon.,1,0,1,0,0.9812,0.0029,0.016,-2.291,0.709,0.001,0.415,2.114,4.324,4.525,3.518,4.67,6.717,6.255,2.948,3.943,2.01
"Wanted again to send a note of deep gratitude to Tesla owners WW for taking a chance on a new company that all experts said would fail. So much blood, sweat & tears from the Tesla team went into creating cars that you’d truly love. I hope you do. How can we improve further?",1,0,0,0,0.93,0.0167,0.0533,-0.244,-1.703,0.0,0.498,-1.01,-0.661,-1.355,-1.115,-1.191,-0.062,-2.753,0.472,-4.562,-1.298
Similar total size. Maybe slightly bigger to account for a really gamechanging (I think) feature I’d like to add.,0,0,0,0,0.6495,0.0086,0.3419,1.783,-0.39,0.001,0.833,1.622,-0.348,1.304,-0.601,0.841,-0.872,1.632,-0.629,0.698,-0.913
"Long exposure of rocket ascent, reentry from space and landing burn. (Credit )",0,0,0,0,0.0692,0.0182,0.9125,1.845,1.399,0.001,0.469,3.454,0.219,2.824,-0.349,4.468,-0.26,3.725,-0.832,4.887,-0.043
Falcon Heavy hold-down firing this morning was good. Generated quite a thunderhead of steam. Launching in a week or so.,0,0,0,0,0.9424,0.0032,0.0544,2.369,1.184,0.001,0.257,1.639,0.927,0.807,-1.927,1.106,-3.307,2.183,2.364,2.154,-1.822
About 2.5 hours to T-0 for Falcon Heavy. Watch sim for highlight reel of what we hope happens. Car actually takes 6 months to cover 200M+ miles to Mars,0,0,0,0,0.3525,0.0153,0.6322,-2.19,1.148,0.002,0.459,-2.757,-0.756,-2.661,0.013,-2.972,0.002,-3.158,-0.505,-3.468,-0.476
Upper atmosphere winds currently 20% above max allowable load. Holding for an hour to allow winds to diminish. #FalconHeavy,0,0,0,0,0.0564,0.1336,0.81,-0.542,-1.457,0.001,0.385,1.365,-1.079,0.78,-0.843,1.877,-1.183,2.812,-0.871,3.383,-0.671
Launch auto-sequence initiated (aka the holy mouse-click) for 3:45 liftoff #FalconHeavy,0,0,0,0,0.1754,0.0085,0.8161,-1.433,-0.004,0.003,0.831,0.14,-0.862,-0.799,-0.628,-0.203,-0.758,-0.276,-0.756,-0.703,-0.818
"The performance numbers in this database are not accurate. In process of being fixed. Even if they were, a fully expendable Falcon Heavy, which far exceeds the performance of a Delta IV Heavy, is $150M, compared to over $400M for Delta IV Heavy.",0,0,0,0,0.0109,0.8367,0.1523,-2.398,1.248,0.002,0.44,-0.447,-0.589,-1.0,0.282,-1.821,-0.972,-1.373,-0.795,-0.766,-1.159
"Side boosters landing on droneships & center expended is only ~10% performance penalty vs fully expended. Cost is only slightly higher than an expended F9, so around $95M.",0,0,0,0,0.0854,0.2094,0.7052,0.347,0.255,0.001,0.243,2.555,0.973,2.917,1.201,4.59,2.717,3.608,3.175,2.598,2.07
"Falcon fairing half as seen from our catcher’s mitt in boat form, Mr. Steven. No apparent damage…",0,0,0,0,0.189,0.0242,0.7868,-1.178,-0.377,0.001,0.169,0.902,5.896,2.178,4.187,0.898,3.444,1.13,0.002,2.325,0.582
"First two Starlink demo satellites, called Tintin A & B, deployed and communicating to Earth stations",0,0,0,0,0.1557,0.009,0.8352,-1.526,-0.296,0.001,0.479,-5.608,0.429,-5.462,0.977,-5.415,-0.257,-4.203,-0.076,-2.109,-1.235
Tintin A & B will attempt to beam “hello world” in about 22 hours when they pass near LA,0,0,0,0,0.1098,0.0051,0.8851,2.282,0.207,0.002,0.187,1.15,1.578,0.388,-0.354,0.653,-1.783,0.969,-0.216,0.645,-2.401
"Falcon 9 flight 50 launches tonight, carrying Hispasat for Spain. At 6 metric tons and almost the size of a city bus, it will be the largest geostationary satellite we’ve ever flown.",0,0,0,0,0.7031,0.0041,0.2929,-2.568,0.117,0.0,0.573,-2.379,-1.036,-0.598,-0.249,-1.038,0.348,-0.579,-1.062,-3.141,-0.52
"First production cargo trip of the Tesla Semi heavy duty truck, carrying battery packs from the…",1,0,0,0,0.1338,0.0094,0.8567,-1.751,0.884,0.001,0.476,1.695,0.17,1.921,0.78,1.039,-1.036,0.108,-0.77,2.516,0.072
"Will be at SXSW Sat/Sun with Jonah & Lisa, who created Westworld. Jonah made an incredible short reel of Falcon Heavy & Starman. Releases tmrw aft.",0,0,0,0,0.9221,0.0018,0.0761,-1.68,-0.239,0.001,0.769,-0.415,-0.094,-0.905,0.01,-0.345,-0.069,-0.672,-0.625,0.635,-0.635
Learning how to pour flaming absinthe over a tower of glasses in a Jerusalem speakeasy.…,0,0,0,0,0.0915,0.095,0.8135,1.187,-0.713,0.0,0.35,0.872,-1.69,-3.216,0.271,-0.257,-1.663,-0.223,-0.285,-1.026,-0.729
"We release as soon as we have the data. Good timeline, bad timing. Doesn’t matter.",0,0,0,0,0.2315,0.0716,0.6968,-2.042,-0.43,0.001,1.168,-0.617,-0.39,-1.04,-0.36,0.846,-0.205,0.84,-0.42,4.217,-0.276
Most people don’t know there’s a whole box of Easter eggs with every Tesla. Just tap logo on center screen & wait. Easy access to most of discovered ones. More coming …,1,0,0,0,0.589,0.0149,0.3961,1.717,-1.085,0.001,0.319,-2.531,-0.483,-3.633,0.941,-4.981,1.915,-6.014,0.612,-7.543,1.129
Night at the museum. G has mad skillzsz. Me not so much.,0,0,0,0,0.7594,0.0295,0.2111,-1.62,1.146,0.0,0.534,-0.164,0.103,-2.935,17.028,-0.478,-0.526,-2.245,-0.403,-0.27,0.203
We sketched concept together & worked w a trusted team to make it,0,0,0,0,0.4692,0.009,0.5219,-2.309,2.388,0.001,0.575,-0.141,1.284,0.021,1.593,1.166,0.814,0.992,0.222,1.645,0.322
"More “Reveal” bs. Tesla is overseen by Cal/OSHA, most stringent labor safety org in US, & they’ve never found us to misrepresent. On other hand, Ford, Chrysler & GM (UAW) have repeatedly been found to fake safety numbers. Strangely, that info is missing from Reveal article …",1,0,0,0,0.0231,0.602,0.3749,0.252,1.539,0.0,0.528,-3.364,-1.238,-0.779,-0.841,1.995,-0.446,-8.155,-0.964,-8.434,-0.74
"We’re going to include some fun games as hidden Easter eggs in Tesla S, X & 3. What do you think would be most fun in a car using the center touch screen?",1,0,0,0,0.8663,0.0025,0.1312,-1.681,0.4,0.0,0.974,-9.206,0.916,-12.569,1.071,-10.888,0.372,-7.419,-0.648,-9.013,-0.303
"Tesla (TSLA) could rally as media negativity is ‘increasingly immaterial’, says Baird by The holier-than-thou hypocrisy of big media companies who lay claim to the truth, but publish only enough to sugarcoat the lie, is why the public no longer respects them",1,0,1,0,0.0215,0.6651,0.3134,-0.445,1.244,0.001,0.29,0.541,0.401,0.081,-0.263,-0.695,2.751,-0.713,-1.109,-0.308,0.396
The media has earned this mistrust. But maybe there is a solution.,0,0,0,0,0.0203,0.6086,0.3711,2.062,1.829,0.001,0.5,1.642,2.05,-0.184,0.526,0.626,-0.262,0.49,-1.123,0.9,-0.804
"Problem is journos are under constant pressure to get max clicks & earn advertising dollars or get fired. Tricky situation, as Tesla doesn’t advertise, but fossil fuel companies & gas/diesel car companies are among world’s biggest advertisers.",1,0,0,0,0.0232,0.5481,0.4287,-1.374,-0.106,0.001,0.638,-0.423,-0.007,-1.148,-1.192,-1.782,0.101,-1.979,-1.101,-1.657,-0.85
"Going to create a site where the public can rate the core truth of any article & track the credibility score over time of each journalist, editor & publication. Thinking of calling it Pravda …",0,0,0,0,0.1333,0.015,0.8517,-2.238,-1.167,0.0,0.441,1.955,-0.872,2.776,0.834,2.738,-0.872,2.255,-0.141,-0.172,-0.492
Tried to buy but Russia said no. Turns out they already use it.,0,0,0,0,0.0294,0.4614,0.5092,1.469,1.238,0.0,0.477,1.891,19.641,1.942,-0.092,0.392,-0.914,0.8,0.644,1.044,-1.054
"At risk of stating the extremely obvious, I am against threats of violence & abusive epithets in any forum. Please do not use them in my name or at all.",0,0,0,0,0.0117,0.7797,0.2086,2.379,1.263,0.0,0.143,2.176,13.526,0.557,0.104,0.584,-1.887,-0.334,6.323,0.943,-1.576
"Lyft + Tesla, a more iconic couple than + . Like you guys too 🚘 🖤",1,0,1,0,0.9724,0.0033,0.0243,1.867,0.009,0.001,0.623,2.26,9.302,3.269,4.771,4.255,4.54,4.895,3.724,5.268,3.208
Tesla Model 3 gets Consumer Reports' recommendation after auto maker updated brakes through wireless software change Really appreciate the high quality critical feedback from . Road noise & ride comfort already addressed too. UI improvements coming via remote software update later this month.,1,0,1,0,0.9566,0.004,0.0394,-2.254,-2.513,0.001,0.712,-0.393,-0.94,-1.533,-0.715,-1.323,-1.024,-0.762,-0.966,0.507,-0.888
"Sounds good. Even though I have an early 3...the build quality is great! Can we expect any of these features in a future update (my Tesla wishlist): All items below will go to all Model 3s within next few months with V8.2 software. To report a bug or ask for a feature, press voice button, say “bug report” followed by issue description.",1,0,1,0,0.9668,0.0036,0.0296,2.429,-0.373,0.001,0.431,2.517,1.676,2.405,1.042,2.025,-0.859,4.465,0.767,6.098,1.871
In 25+ years I worked with/knew some real editorial sharks but none were prepared to blur the ad/ed line... #Pravduh,0,0,1,0,0.0835,0.3668,0.5497,0.364,0.847,0.0,0.614,-1.537,2.97,-3.059,3.919,-3.287,0.097,-3.705,-0.417,-3.496,1.969
"Am def not under any illusion that this will end illiteracy, but I hope it helps at least a little",0,0,0,0,0.1368,0.4079,0.4553,2.436,2.124,0.001,0.927,-1.586,-0.261,-0.057,0.051,-0.227,0.044,-0.283,0.96,0.088,0.5
A 7 step facial treatment every morning. The mistake people make is stopping at 6. Tip of the day …,0,0,1,0,0.0995,0.2621,0.6384,-2.309,2.134,0.001,0.308,-1.865,4.03,-2.052,-0.716,-2.859,2.417,-2.386,1.101,-2.429,-0.573
"Difficult, but necessary Tesla reorg underway. My email to the company has already leaked to media. Here it is unfiltered:",1,0,0,0,0.0726,0.1433,0.7841,-2.166,-1.205,0.002,0.356,-1.618,0.071,-2.581,3.242,-2.44,-0.153,-1.966,0.201,-2.951,1.701
"CEO-to-worker pay ratio AT&T: 366x IBM: 341x Intel: 211x Netflix: 133x Amazon: 59x Facebook: 37x , Tesla: 0.9x (Bloomberg, 2018) #3usiness #CEO My “pay” is in options, which only matter if stock goes up & I sell. Will use that to make life multiplanetary, help education & environment on Earth w my foundation. Just don’t want us to be sad about the future.",1,0,1,0,0.1893,0.1021,0.7086,1.844,-0.924,0.001,0.38,0.746,-0.17,0.261,-1.329,-0.333,-1.119,-0.364,-1.533,-0.176,-0.971
Should prob articulate philosophy underlying my actions. It’s pretty simple & mostly influenced by Douglas Adams & Isaac Asimov.,0,0,0,0,0.1304,0.032,0.8376,1.551,-2.152,0.0,1.256,3.555,-0.179,4.82,-0.051,10.493,2.97,10.565,1.698,10.06,0.262
Very proud to have scored 100/100 for the fourth year in a row in LGBTQ equality. Thanks to everyone at Tesla for making LGBTQ inclusion an important part of our culture. Then you will really hate that Tesla scored 100/100 four years in a row on LGBTQ equality,1,0,1,0,0.9462,0.016,0.0378,-1.364,0.028,0.0,0.286,-2.395,-0.576,-0.179,-1.741,1.292,2.131,1.097,-0.327,-0.909,-1.739
"“Virtue signaling” is super annoying & there are lots of phoneys who are actually huge jerks, but jump on every social cause du jour. But I’m really proud of the fact that # of changes Tesla had to make to achieve 100/100 (before even knowing about the LGBTQ index) was zero.",1,0,0,0,0.1296,0.5799,0.2905,-2.174,0.925,0.001,0.697,-0.773,2.358,-0.54,0.27,-0.709,-0.884,-1.026,-0.25,-1.105,-0.938
"What would you love to see in a Tesla pickup truck? I have a few things in mind, but what do you think are small, but important nuances & what would be seriously next level?",1,0,0,0,0.4596,0.022,0.5184,-2.384,-1.017,0.0,0.289,-0.455,-2.325,0.228,-1.591,3.387,-0.258,4.493,1.293,3.355,-2.238
"Appreciate all the good wishes. First bday I’ve spent in the factory, but it’s somehow the best.",0,0,0,0,0.9838,0.0051,0.0112,1.945,-2.144,0.002,0.372,-0.569,-0.514,-0.329,-1.105,-1.005,-1.414,-0.068,-1.304,-1.023,-1.298
"No, it means I created jobs for 50,000 people directly and, through parts suppliers & supporting professions, ~250,000 people indirectly, thus supporting half a million families. What have you done?",0,0,0,0,0.277,0.0742,0.6488,2.209,1.429,0.001,0.459,1.632,-1.605,0.212,-1.049,0.593,-1.377,0.091,-1.719,-1.515,-0.148
"SpaceX completes vast Mr Steven arm upgrades for quadruple-sized net via Catching rocket fairings falling from space has proven tricky, so we made the net really big",0,0,1,0,0.4195,0.0665,0.514,2.075,0.772,0.001,0.132,0.549,-2.411,2.885,5.554,5.111,14.842,5.383,7.782,2.985,8.496
"It’s crazy how much stuff fits in a Model 3 Not having a big gas guzzler engine in front means there’s room for trunks in front & back, plus longer crumple zone for best safety of any midsize car",1,0,1,0,0.6202,0.0368,0.3431,2.246,2.793,0.001,0.586,4.645,8.657,4.299,3.377,3.869,2.742,4.237,1.101,3.584,-0.872
Falcon 9 launches Iridium to orbit from Vandenberg Air Force Base,0,0,0,0,0.1225,0.0138,0.8638,-0.211,1.658,0.001,0.509,-2.308,-0.318,-2.907,0.673,-1.956,0.078,-2.518,-1.056,-1.71,-1.07
Some of best classic games coming as Easter eggs in Tesla V9.0 release in about 4 weeks. Thanks !,1,0,0,0,0.9714,0.0026,0.026,-2.222,1.032,0.001,0.332,-1.404,-2.245,-0.994,1.062,-1.883,-2.015,-1.616,0.014,-1.746,-1.513
"Instagram is so thirsty, yet gives you Death by Water",0,0,0,0,0.0131,0.8763,0.1105,-2.229,1.544,0.001,0.397,0.959,1.779,3.884,2.214,4.629,1.11,4.327,-1.147,3.778,0.986
"At this point, I want ETH even if it is a scam",0,0,0,0,0.0692,0.5555,0.3752,0.597,-1.58,0.0,0.245,-0.641,-1.28,-3.085,1.439,-6.163,5.055,-5.891,-0.919,-7.159,0.035
"Btw, can’t emphasize enough how would not be where it is today without . Thank you.",0,0,0,0,0.9198,0.0258,0.0544,-2.313,-1.097,0.0,0.305,0.597,-1.65,6.233,-0.512,8.106,0.081,4.471,1.129,2.488,1.197
"Moon mission will be livestreamed in high def VR, so it’ll feel like you’re there in real-time minus a few seconds for speed of light",0,0,0,0,0.4544,0.0075,0.5381,-0.943,-0.305,0.001,0.405,-0.284,-1.705,-1.046,-0.783,-1.098,-1.391,-2.253,2.567,-3.546,0.316
. will post final safety probability stats soon. Model 3 has a shot at being safest car ever tested.,1,0,0,0,0.324,0.0134,0.6626,-0.481,-1.676,0.0,0.369,0.756,2.552,-3.577,1.766,-1.694,0.238,-2.919,3.745,-1.411,-0.115
"Model 3 has the lowest overall probability of injury for any car ever tested by . Model S is #2. Model X is #3. There is no safer car in the world than a Tesla The physics of how Tesla achieved best safety of any cars ever tested. Note, when vehicle weight is taken into account, order is more like X,S, then 3, but they are all very close.",1,0,1,0,0.6361,0.063,0.301,-0.959,-1.715,0.002,0.402,-0.112,-0.343,-1.149,-1.081,-1.643,1.976,-1.453,-1.226,-0.095,-0.284
"The report on #GlobalWarming of 1.5°C is one of the most important #climatechange reports ever published. Limiting temperature increase requires unprecedented changes in society, but will have huge benefits. Every half a degree of warming matters. A reminder of why it’s important to accelerate advent of cars powered by electricity made from solar power",0,0,1,0,0.9098,0.0062,0.084,-0.284,0.887,0.002,0.375,0.792,-0.397,2.676,-1.414,3.822,0.212,2.898,-0.747,0.052,0.312
Elon Musk's Tesla seeks to trademark 'Teslaquila' Teslaquila coming soon …,1,0,1,0,0.1776,0.0054,0.817,-2.559,2.434,0.002,0.84,-0.094,0.168,-1.331,0.848,-1.028,-0.285,-0.421,0.327,-1.681,0.665
"Tesla exists to help reduce risk of catastrophic climate change, which affects all species on Earth. Even if your faith in humanity is faltering, this is worth caring about. Support makes a difference. Thank you.",1,0,0,0,0.801,0.0376,0.1613,-2.455,1.684,0.002,0.451,-1.277,-1.017,-0.405,-0.407,-0.743,-1.123,-1.781,-0.763,-1.908,0.733
"Did you know that 36 Tesla owners club leaders from nine countries convened this week in Fremont, CA to meet, strategize, and plan for how clubs can continue to support Tesla owners across the globe. Now you know. 🖤🖤🖤🖤 🚘🚘🚘🚘 🖤🖤🖤🖤",1,0,1,0,0.8434,0.0027,0.1539,-0.739,-0.324,0.001,0.758,2.632,-0.636,2.485,-0.556,0.927,-0.72,3.516,1.467,3.326,-0.309
Tesla’s V9 Atari games are but the start of Elon Musk’s gamification plans Works best if you play games full screen & use steering wheel scroller balls for control,1,0,1,0,0.5701,0.0211,0.4088,-0.546,0.288,0.001,0.481,2.353,2.572,2.893,0.193,3.201,0.851,2.772,0.168,2.098,0.175
The Model 3 drive system is designed and validated for over 1 million miles – this is what the gears look like after testing Model 3 motor & gearbox still in good condition after driving 1M miles. Designed for ultra high endurance.,1,0,1,0,0.7259,0.0043,0.2699,-0.144,1.188,0.001,0.494,-2.908,-1.49,-5.164,1.656,-3.539,1.869,-5.277,-1.233,-4.758,-1.087
"To simplify production, many Tesla Model S & X interior configs, will no longer be available after Nov 1. Order now to be sure of the one you want.",1,0,0,0,0.084,0.1347,0.7813,1.66,-1.653,0.001,0.321,-1.26,0.624,0.858,0.292,0.606,-1.524,1.11,-1.995,-0.857,-1.021
"Get this question a lot, so need to clarify that there’s no such thing as a Tesla “refresh”. Other car companies do this every ~3 years, but Tesla constantly upgrades vehicle hardware every week.",1,0,0,0,0.0598,0.1367,0.8036,-1.579,1.769,0.001,0.554,-2.529,-0.537,-2.19,-0.622,2.282,-0.089,1.703,-0.366,2.433,-0.046
Taking action. Tesla body shops now operating in California aiming for same day body repair in most cases.,1,0,0,0,0.141,0.0243,0.8347,1.113,-1.302,0.001,0.457,-3.359,-0.678,-3.478,-0.659,-4.558,-0.564,-5.184,-0.798,-4.678,-0.89
GM’s National EV Proposal Hides Call To Roll Back Vehicle Efficiency Scientists uncover Sneaky move by GM,0,0,1,0,0.0153,0.54,0.4447,-1.432,1.785,0.001,0.252,-1.102,-0.985,-1.419,0.557,-0.795,-0.995,-1.149,0.354,-1.313,-0.412
Mod to SpaceX tech tree build: Falcon 9 second stage will be upgraded to be like a mini-BFR Ship,0,0,0,0,0.2564,0.0116,0.732,2.226,-0.224,0.001,0.552,1.684,0.061,3.067,0.822,1.647,-0.49,2.086,-0.629,2.627,-0.826
"Rest in peace, Stan Lee. The many worlds of imagination & delight you created for humanity will last forever.",0,0,0,0,0.9311,0.0115,0.0574,-2.039,-0.337,0.001,0.575,-2.601,0.908,-2.14,-0.396,-3.216,1.384,-0.954,-0.474,-0.678,-0.795
Tesla just acquired trucking capacity to ensure Model 3 can be delivered in US by Dec 31 if ordered by Nov 30,1,0,0,0,0.3704,0.0041,0.6256,-0.551,-0.911,0.001,0.485,0.144,-0.605,1.027,-0.735,-0.719,-0.409,-2.198,0.823,-1.541,-0.077
Probably technically able to do so in about a year. Then up to regulators.,0,0,0,0,0.1619,0.0127,0.8254,2.256,-2.324,0.001,0.647,0.331,-0.01,2.291,0.285,4.663,7.774,4.251,1.722,2.368,-0.124
The Boring Company is building a watchtower in LA out of dirt bricks & we need a knight to yell insults at people in a French accent,0,0,0,0,0.0155,0.826,0.1585,2.403,-1.845,0.001,0.517,-0.59,-0.533,-2.844,1.511,-3.315,-0.216,-1.135,-0.787,0.033,0.035
"We Are So Screwed: Study Warns Of 5 Degree Celsius Warming By 2100 Sure hope this isn’t true. It is the non-linearities, such as Siberian permafrost melting or ocean currents changing, that are most difficult to predict.",0,0,1,0,0.0086,0.8767,0.1147,-1.545,-2.516,0.001,0.606,-3.794,-0.317,-4.637,0.397,-4.487,0.044,-4.007,-0.478,-3.288,-0.752
Shifting resources from sales to service for next several days,0,0,0,0,0.0727,0.0116,0.9158,0.952,-1.469,0.001,0.484,-3.109,-0.545,-7.217,0.729,-4.18,-0.622,-7.253,-0.887,-7.974,-0.993
"Super fun software Easter eggs coming to all Tesla S/3/X cars before the holidays! Romance mode, toilet humor & more video games.",1,0,0,0,0.9688,0.002,0.0292,2.65,-0.062,0.0,0.636,0.106,1.188,0.212,0.585,1.802,-0.739,2.462,0.382,4.982,0.168
Successful deployment of four microsats and the upper and lower free flyer with additional payloads for Spaceflight SSO-A: SmallSat Express confirmed. Follow for further mission updates. 64 satellites 🛰 on this flight!,0,0,1,0,0.8975,0.0022,0.1003,-1.682,1.48,0.001,0.636,-0.586,-0.694,-1.735,-0.79,-1.735,-1.029,-2.617,-1.059,-2.842,0.115
