whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
Tesla Model X P100D Ludicrous sets World Record vs Lamborghini Aventador SV Drag Racing: via New Model X SUV now faster than a $500k Lamborghini,1,0,1,0,0.8965,0.0034,0.1002,-1.689,0.323,0.0,1.18,7.199,0.558,3.817,-0.103,0.84,-0.753,4.389,-0.666,0.388,-0.239
"To be clear, a Hyperloop passenger version wouldn't have intense light strobe effect (just for testing), nor uncomfortable acceleration",0,1,0,0,0.05,0.2998,0.6502,-1.838,1.935,0.001,1.055,-0.388,-0.095,-0.411,-0.585,-0.78,-0.533,-0.277,0.016,-0.281,-0.698
"Absolutely. Moreover, we expect to expand the facility significantly over time.",0,1,0,0,0.8844,0.003,0.1126,-1.82,2.406,0.001,0.348,-2.779,-0.388,-2.818,0.134,-3.105,6.706,-2.747,1.61,-2.533,0.135
"Don't give up if the cause is important enough, even if you believe you are walking into doom. Good friends really matter.",0,1,0,0,0.5459,0.1604,0.2937,-1.477,-1.552,0.001,0.408,1.02,-0.856,2.32,0.53,0.809,-1.322,1.536,-0.674,0.756,-1.41
"Assuming max acceleration of 2 to 3 g's, but in a comfortable direction. Will feel like a mild to moderate amusement park ride on ascent and then smooth, peaceful & silent in zero gravity for most of the trip until landing.",0,1,0,0,0.7414,0.0085,0.2501,-0.641,-2.461,0.001,0.566,0.91,1.605,-0.429,-0.675,0.133,0.624,-1.855,-0.149,-0.472,-1.083
"The Tesla team has done this for many smaller islands around the world, but there is no scalability limit, so it can be done for Puerto Rico too. Such a decision would be in the hands of the PR govt, PUC, any commercial stakeholders and, most importantly, the people of PR.",1,1,0,0,0.2968,0.013,0.6902,1.443,-1.768,0.001,0.633,1.161,-0.622,2.041,-1.042,4.54,-0.321,5.783,-0.279,4.504,-0.407
"The singularity for this level of the simulation is coming soon. I wonder what the levels above us look like. Good chance they are less interesting and deeper levels are better. So far, even our primitive sims are often more entertaining than reality itself.",0,1,0,0,0.3922,0.1355,0.4723,-1.728,-0.372,0.001,0.391,-2.663,3.142,-3.801,1.325,-3.495,2.317,-2.982,0.363,-3.291,0.153
I'm auditioning to be a roofing spokesmodel in the greater Reno area,0,1,0,0,0.1235,0.012,0.8644,-1.026,0.223,0.0,0.975,-3.742,-0.624,-1.689,-0.178,-4.115,-0.67,-3.584,-0.849,-2.988,-0.261
"Tesla always charges the same price for a Powerwall (only taxes & shipping costs vary), so something is messed up here. I've asked my team to stop shipment to any installers charging excessive premiums.",1,1,0,0,0.0071,0.8861,0.1068,-2.773,0.721,0.0,0.506,-1.194,-1.599,0.682,-0.645,1.688,-0.783,3.985,-0.687,3.193,-0.517
The last of ten Iridium global communication satellites delivered to orbit several hundred miles…,0,0,0,0,0.0693,0.0237,0.907,-1.977,-1.318,0.001,0.467,-1.594,-0.405,-1.194,-0.654,0.021,0.118,-0.086,2.074,0.079,-0.836
Aim for 10 kN of thrust on a 200 kg sled. a=F/m ... game over.,0,1,0,0,0.1277,0.1549,0.7174,-1.418,2.732,0.0,0.397,2.406,0.229,0.571,2.356,1.212,-2.16,2.239,-0.016,1.209,-1.806
I placed the flowers Three broken ribs A pierced lung And still he fought For peace at…,0,0,0,0,0.0722,0.2305,0.6973,0.131,-0.766,0.001,0.505,-2.333,4.198,-2.79,19.184,-2.094,0.596,-2.311,1.3,-0.941,-0.392
"... say scientists — among other insights gained — after a large vat of LSD overturned in the lab. Also discovered: humans are just sentient sponges, drywall tastes like a marshmallow and gravity is real. The last point remains heavily debated.",0,1,0,0,0.0609,0.1659,0.7732,1.922,1.601,0.002,0.412,2.689,1.269,3.329,1.911,3.179,0.751,2.973,-0.901,3.571,0.834
"10 hat aficionados, in appreciation for their exquisite taste in millinery, will be picked at random to tour the LA tunnel & drive boring machine",0,0,0,0,0.6756,0.0079,0.3165,-2.059,2.321,0.001,0.763,-1.831,0.637,-1.222,-0.135,-1.262,-0.691,-1.316,-1.032,-2.171,-0.37
"UPS reserves 125 Tesla semi-trucks, largest public pre-order yet Thanks!",1,0,1,0,0.7969,0.0032,0.1999,-2.072,1.237,0.001,0.511,0.126,-0.988,0.8,-0.831,1.37,-0.6,1.124,-1.017,0.826,-1.743
Hate it when that happens. Some people are so rude!,0,1,0,0,0.0079,0.9383,0.0538,0.937,1.629,0.001,0.35,1.022,3.289,2.171,6.545,1.519,6.361,2.533,3.787,2.954,2.886
Sorry about that. Thanks for letting me know. Will get it fixed.,0,1,0,0,0.1942,0.2145,0.5913,-2.385,2.229,0.002,0.585,-1.143,0.204,-0.641,-0.002,-0.316,-0.539,-0.432,-0.857,-0.154,-1.062
Tesla Tops Owner Satisfaction Survey #Tesla #ModelS #ModelX Glad to see that Tesla owners are having a good experience. Working to improve further. Some cool software updates coming soon.,1,0,1,0,0.9812,0.0029,0.016,-2.291,0.709,0.001,0.415,2.114,4.324,4.525,3.518,4.67,6.717,6.255,2.948,3.943,2.01
"Major navigation overhaul coming in early 2018. Will be light-years ahead of current system, but we are testing it rigorously before rolling out.",0,1,0,0,0.3774,0.0378,0.5848,-1.75,2.233,0.001,0.494,-1.734,-1.277,-0.84,-0.576,-0.883,1.675,-0.013,-0.296,2.207,2.192
"However, public transit is obviously not fully solving the problem, as most major cities have been in traffic hell for decades with no solution in sight. Multi-level tunnels can solve this, but we need much better tunneling technology, as it is currently super slow and expensive.",0,1,0,0,0.0104,0.8674,0.1222,-1.211,2.145,0.001,0.42,-0.897,-1.991,-1.832,-1.213,-0.612,-1.376,-1.637,-1.357,-1.492,-1.883
I would only call someone an idiot if people were mistakenly under the impression that the person was smart,0,1,0,0,0.0245,0.7409,0.2347,-1.5,-2.41,0.0,0.291,1.445,-1.239,-0.306,-2.086,0.82,-0.045,2.733,-1.705,0.945,0.27
"Bloody hell, I’m going to have to write a blog. Can’t fit this into tweets.",0,1,0,0,0.022,0.8798,0.0982,2.148,0.223,0.0,0.398,-0.451,-1.761,-2.144,3.251,-4.261,7.341,-5.848,5.963,-6.166,4.547
"Long exposure of rocket ascent, reentry from space and landing burn. (Credit )",0,0,0,0,0.0692,0.0182,0.9125,1.845,1.399,0.001,0.469,3.454,0.219,2.824,-0.349,4.468,-0.26,3.725,-0.832,4.887,-0.043
"Actually, you can upgrade the battery pack for a huge improvement in range and some improvement in performance. There are other items you can upgrade too (seats, infotainment, etc), but I recommend keeping those parts original.",0,1,0,0,0.7495,0.0107,0.2398,-2.246,-1.723,0.001,0.778,1.737,0.998,2.07,0.235,1.265,-0.712,0.821,-1.007,1.293,-0.711
Falcon Heavy hold-down firing this morning was good. Generated quite a thunderhead of steam. Launching in a week or so.,0,0,0,0,0.9424,0.0032,0.0544,2.369,1.184,0.001,0.257,1.639,0.927,0.807,-1.927,1.106,-3.307,2.183,2.364,2.154,-1.822
"For sure, and it keeps you warm at the same time",0,1,0,0,0.8818,0.0099,0.1083,2.719,0.851,0.001,0.88,1.242,-0.355,1.559,-0.521,3.259,1.198,4.224,2.225,3.691,0.303
"Early access build and especially Dev build are feature-rich, but the features aren’t reliable enough yet",0,1,0,0,0.0942,0.3929,0.5129,2.466,2.533,0.002,0.993,2.043,0.193,1.104,-0.486,0.931,-0.64,1.257,-0.35,0.452,-0.282
All systems remain green for launch at 1:30pm EST tomorrow,0,1,0,0,0.2575,0.006,0.7365,-1.586,-0.512,0.001,0.39,-1.396,-1.233,-1.02,-0.653,-1.537,-2.107,-1.631,-2.014,-1.677,-1.293
About 2.5 hours to T-0 for Falcon Heavy. Watch sim for highlight reel of what we hope happens. Car actually takes 6 months to cover 200M+ miles to Mars,0,0,0,0,0.3525,0.0153,0.6322,-2.19,1.148,0.002,0.459,-2.757,-0.756,-2.661,0.013,-2.972,0.002,-3.158,-0.505,-3.468,-0.476
Upper atmosphere winds currently 20% above max allowable load. Holding for an hour to allow winds to diminish. #FalconHeavy,0,0,0,0,0.0564,0.1336,0.81,-0.542,-1.457,0.001,0.385,1.365,-1.079,0.78,-0.843,1.877,-1.183,2.812,-0.871,3.383,-0.671
Launch auto-sequence initiated (aka the holy mouse-click) for 3:45 liftoff #FalconHeavy,0,0,0,0,0.1754,0.0085,0.8161,-1.433,-0.004,0.003,0.831,0.14,-0.862,-0.799,-0.628,-0.203,-0.758,-0.276,-0.756,-0.703,-0.818
"The performance numbers in this database are not accurate. In process of being fixed. Even if they were, a fully expendable Falcon Heavy, which far exceeds the performance of a Delta IV Heavy, is $150M, compared to over $400M for Delta IV Heavy.",0,0,0,0,0.0109,0.8367,0.1523,-2.398,1.248,0.002,0.44,-0.447,-0.589,-1.0,0.282,-1.821,-0.972,-1.373,-0.795,-0.766,-1.159
"Both exhaust velocity (Isp) and mass ratio drive the rocket equation. Also thrust/mass matters a lot for Oberth effect. Delta upper stage Isp is good, but mass ratio and thrust are not.",0,1,0,0,0.0858,0.2007,0.7135,0.209,-1.438,0.0,0.421,-3.98,0.239,-3.35,-0.627,-2.856,0.03,3.572,-1.436,2.763,0.094
"That was three years ago, before ULA cancelled all medium versions of Delta IV. Future missions have all Delta fixed costs piled on, so their cost is now $600M+ for missions contracted for launch after 2020. Nutty high.",0,1,0,0,0.0239,0.655,0.3212,1.887,0.89,0.001,0.436,2.683,0.137,4.309,0.678,4.339,-0.771,4.002,-0.272,4.493,6.291
"Maybe that plan works out, but I will seriously eat my hat with a side of mustard if that rocket flies a national security spacecraft before 2023",0,1,0,0,0.0377,0.7254,0.237,2.45,2.131,0.001,0.824,3.937,1.258,4.203,-0.009,4.826,-0.261,3.863,-0.724,1.583,-0.36
"Side boosters landing on droneships & center expended is only ~10% performance penalty vs fully expended. Cost is only slightly higher than an expended F9, so around $95M.",0,0,0,0,0.0854,0.2094,0.7052,0.347,0.255,0.001,0.243,2.555,0.973,2.917,1.201,4.59,2.717,3.608,3.175,2.598,2.07
"Under consideration. We’ve already stretched the upper stage once. Easiest part of the rocket to change. Fairing 2, flying soon, also has a slightly larger diameter. Could make fairing much longer if need be & will if BFR takes longer than expected.",0,1,0,0,0.5141,0.0123,0.4735,0.05,1.158,0.001,0.154,0.28,-3.165,-1.24,-3.449,-1.411,0.129,-2.572,-2.384,-1.096,-0.104
"East, to support high flight rates for F9 and dual ocean landings for FH side boosters",0,1,0,0,0.4841,0.0065,0.5093,-1.246,-0.111,0.001,0.398,-1.671,-0.867,-0.011,1.092,2.183,-0.303,0.731,0.065,2.524,0.959
Not enough ignition fluid to light the outer two engines after several three engine relights. Fix is pretty obvious.,0,1,0,0,0.0255,0.6372,0.3373,2.418,2.047,0.001,0.714,0.796,0.998,0.395,-0.535,1.054,-0.844,1.368,-0.029,2.749,0.713
Found the source of the problem. The NASA database has the Falcon Block 1 performance. Version currently in production and set to fly in a few months is Block 5. SpaceX GNC team is submitting updated numbers.,0,1,0,0,0.044,0.3271,0.6289,2.193,-0.7,0.001,0.245,0.995,-0.671,1.347,-0.921,3.276,-1.512,3.853,-1.756,4.643,0.942
"Missed by a few hundred meters, but fairing landed intact in water. Should be able catch it with slightly bigger chutes to slow down descent.",0,1,0,0,0.3088,0.0496,0.6416,1.945,-1.896,0.001,0.417,0.731,-0.751,-0.121,-0.977,-1.096,-1.454,-1.238,-1.844,-2.329,-1.113
"This was an older version booster, so no recovery attempted",0,1,0,0,0.0149,0.6331,0.352,-2.07,-0.55,0.001,0.35,2.559,0.025,3.773,0.347,5.243,2.563,5.405,0.722,4.808,3.086
"Falcon fairing half as seen from our catcher’s mitt in boat form, Mr. Steven. No apparent damage…",0,0,0,0,0.189,0.0242,0.7868,-1.178,-0.377,0.001,0.169,0.902,5.896,2.178,4.187,0.898,3.444,1.13,0.002,2.325,0.582
"First two Starlink demo satellites, called Tintin A & B, deployed and communicating to Earth stations",0,0,0,0,0.1557,0.009,0.8352,-1.526,-0.296,0.001,0.479,-5.608,0.429,-5.462,0.977,-5.415,-0.257,-4.203,-0.076,-2.109,-1.235
Tintin A & B will attempt to beam “hello world” in about 22 hours when they pass near LA,0,0,0,0,0.1098,0.0051,0.8851,2.282,0.207,0.002,0.187,1.15,1.578,0.388,-0.354,0.653,-1.783,0.969,-0.216,0.645,-2.401
"Wow, if even Pinker doesn’t understand the difference between functional/narrow AI (eg. car) and general AI, when the latter *literally* has a million times more compute power and an open-ended utility function, humanity is in deep trouble",0,1,0,0,0.0373,0.6862,0.2765,1.066,0.205,0.0,0.222,2.164,0.587,2.032,-0.78,1.424,0.717,0.402,1.699,1.163,-0.517
"Falcon 9 flight 50 launches tonight, carrying Hispasat for Spain. At 6 metric tons and almost the size of a city bus, it will be the largest geostationary satellite we’ve ever flown.",0,0,0,0,0.7031,0.0041,0.2929,-2.568,0.117,0.0,0.573,-2.379,-1.036,-0.598,-0.249,-1.038,0.348,-0.579,-1.062,-3.141,-0.52
"If there is anyone in the third row, turn off air recirculation. Third row cooling happens by air entering from the front and exiting through the vents in the rear bumper.",0,1,0,0,0.0523,0.0463,0.9014,2.289,-2.677,0.0,0.811,4.794,0.144,2.496,1.82,4.395,1.671,3.524,0.626,5.615,-0.041
Will have Model X do a cover of Happy Birthday by Marilyn Monroe,1,1,0,0,0.5011,0.0061,0.4928,0.437,-0.591,0.001,0.507,1.794,-0.27,2.937,0.094,1.559,-0.903,0.678,-1.414,0.795,-1.331
"First production cargo trip of the Tesla Semi heavy duty truck, carrying battery packs from the…",1,0,0,0,0.1338,0.0094,0.8567,-1.751,0.884,0.001,0.476,1.695,0.17,1.921,0.78,1.039,-1.036,0.108,-0.77,2.516,0.072
"Will be at SXSW Sat/Sun with Jonah & Lisa, who created Westworld. Jonah made an incredible short reel of Falcon Heavy & Starman. Releases tmrw aft.",0,0,0,0,0.9221,0.0018,0.0761,-1.68,-0.239,0.001,0.769,-0.415,-0.094,-0.905,0.01,-0.345,-0.069,-0.672,-0.625,0.635,-0.635
"Talulah is in England, finishing her second novel. It’s about a future matriarchal society, with a twist.",0,1,0,0,0.1928,0.0053,0.8019,1.791,-0.179,0.0,0.318,4.943,1.441,3.561,-0.49,4.902,-0.344,5.089,6.834,6.88,1.777
"That’s the name of my new intergalactic media empire, exclamation point optional",0,1,0,0,0.3059,0.0626,0.6315,1.307,2.409,0.001,0.8,2.421,1.458,3.447,3.504,2.996,0.171,4.217,-0.054,3.276,0.06
"Your cruel taunts cut me deep. Deep. But, I love you too.",0,1,0,0,0.1161,0.6665,0.2174,-1.649,0.317,0.001,0.6,0.178,-0.595,1.497,-0.59,1.229,-0.629,3.435,-0.38,3.518,-1.109
Learning how to pour flaming absinthe over a tower of glasses in a Jerusalem speakeasy.…,0,0,0,0,0.0915,0.095,0.8135,1.187,-0.713,0.0,0.35,0.872,-1.69,-3.216,0.271,-0.257,-1.663,-0.223,-0.285,-1.026,-0.729
This is completely false. Never even heard of Cortica. Just taking my kids on a Spring Break trip to see ancient historical sites in Israel & Jordan.,0,1,0,0,0.0296,0.5495,0.4209,2.411,-1.426,0.001,0.293,0.417,0.71,0.976,-1.757,2.857,0.554,1.799,26.662,0.172,-1.506
"Instagram’s probably ok imo, so long as it stays fairly independent. I don’t use FB & never have, so don’t think I’m some kind of martyr or my companies are taking a huge blow. Also, we don’t advertise or pay for endorsements, so … don’t care.",0,1,0,0,0.167,0.2508,0.5821,1.536,0.682,0.001,0.299,-0.045,-2.632,-0.64,-0.99,0.369,-1.35,-0.364,-1.136,-0.488,-2.432
We’ve never advertised with FB. None of my companies buy advertising or pay famous people to fake endorse. Product lives or dies on its own merits.,0,1,0,0,0.0591,0.3884,0.5525,-1.94,1.24,0.001,0.481,-1.652,-0.024,-1.416,-0.305,-1.249,0.286,-0.664,0.542,-1.561,-0.717
"Yes, you can upgrade hardware, although we also wrote software to accelerate rendering on old MCU. Coming out soon & makes a big diff.",0,1,0,0,0.5732,0.011,0.4157,-1.68,-0.778,0.004,0.324,-0.092,-2.143,-0.563,-1.853,-0.782,-1.796,-1.287,-0.083,-1.48,-1.14
"Lot of respect for NTSB, but NHTSA regulates cars, not NTSB, which is an advisory body. Tesla releases critical crash data affecting public safety immediately & always will. To do otherwise would be unsafe.",1,1,0,0,0.1252,0.2654,0.6094,1.999,-1.26,0.001,0.182,-2.677,-4.466,-2.799,-4.144,-2.586,-4.19,-4.722,-3.67,-4.6,-3.806
"Seriously! Obviously, I’m not going to do an April Fool’s joke about going bankwupt if I thought there was any chance it would actually happen (sigh).",0,1,0,0,0.0222,0.8479,0.1299,2.579,2.696,0.002,0.218,1.698,-1.178,0.672,-1.439,-0.222,0.916,-3.33,-0.001,-2.315,-0.847
"Tesla policy is to issue a recall *before* there are injuries. This is absolutely the right thing to do. Yet there were dozens of recalls by other car companies last month, incl w injuries & deaths, but you only wrote an article about Tesla. Why so?",1,1,0,0,0.0293,0.5891,0.3815,-0.398,-2.086,0.001,0.454,2.796,1.273,0.89,0.865,1.331,-0.786,3.975,0.686,4.564,0.261
"Not criticizing, just as asking questions. I’m sure there’s a really great answer …",0,1,0,0,0.9049,0.014,0.0811,2.001,-1.87,0.001,0.312,0.109,-0.979,0.631,-1.102,1.864,0.691,2.955,3.531,2.659,3.534
"We release as soon as we have the data. Good timeline, bad timing. Doesn’t matter.",0,0,0,0,0.2315,0.0716,0.6968,-2.042,-0.43,0.001,1.168,-0.617,-0.39,-1.04,-0.36,0.846,-0.205,0.84,-0.42,4.217,-0.276
Most people don’t know there’s a whole box of Easter eggs with every Tesla. Just tap logo on center screen & wait. Easy access to most of discovered ones. More coming …,1,0,0,0,0.589,0.0149,0.3961,1.717,-1.085,0.001,0.319,-2.531,-0.483,-3.633,0.941,-4.981,1.915,-6.014,0.612,-7.543,1.129
We will add a feature to allow request of latest software version,0,1,0,0,0.2439,0.01,0.7461,0.157,1.297,0.0,0.607,-0.987,0.153,-0.904,0.073,-5.766,1.282,-3.706,0.265,-0.451,9.771
"Yes, excessive automation at Tesla was a mistake. To be precise, my mistake. Humans are underrated.",1,1,0,0,0.0241,0.854,0.1219,2.489,-0.544,0.001,0.329,-0.559,-0.045,0.057,1.307,0.185,1.682,0.467,2.367,0.211,7.69
Russia has great rocket technology & talent. Much respect. Would encourage focus on reusability. Single-use rockets cannot be competitive any more than single-use aircraft.,0,1,0,0,0.8103,0.031,0.1587,-0.712,0.023,0.001,1.045,-0.168,-0.845,-0.695,-0.72,-0.394,-0.591,-0.846,-0.299,-0.62,-0.805
The Boring Company will be using dirt from tunnel digging to create bricks for low cost housing,0,1,0,0,0.0836,0.075,0.8414,-1.388,-0.248,0.001,0.491,2.061,0.56,1.284,-0.423,1.395,-0.85,0.048,-1.399,-0.486,-1.603
Tesla will enable orders end of next week for dual motor AWD & performance. Starting production of those in July. Air suspension prob next year.,1,1,0,0,0.2745,0.0072,0.7184,-1.608,-1.383,0.0,0.447,-7.045,0.663,-0.6,4.881,-8.364,4.56,-9.653,1.708,-8.487,0.248
"I love it too, but trying to keep config simple so as not to blow up the production ramp",0,1,0,0,0.9489,0.0093,0.0418,-2.279,-1.641,0.0,0.784,1.569,-0.464,0.811,-0.052,2.328,0.025,0.716,0.555,-0.326,-0.018
"Our giant auto co competitors have much greater access to incentives than Tesla, which means Tesla has prospered in spite of govt subsidies, not because of them. Tesla mkt cap has *risen* over time as EV incentives declined. How strange …",1,1,0,0,0.4624,0.099,0.4386,-0.974,1.041,0.0,0.358,0.108,-0.377,-2.377,1.066,-2.377,0.091,-0.638,2.878,-0.472,0.677
"This is false. Eyetracking rejected for being ineffective, not for cost. WSJ fails to mention that Tesla is safest car on road, which would make article ridiculous. Approx 4X better than avg.",1,1,0,0,0.057,0.6397,0.3033,-0.935,0.352,0.001,0.788,3.085,6.42,3.234,0.141,3.111,-0.848,3.599,-0.284,2.397,-0.534
"According to NHTSA, there was an automotive fatality every 86M miles in 2017 (~40,000 deaths). Tesla was every 320M miles. It’s not possible to be zero, but probability of fatality is much lower in a Tesla. We will be reporting updated safety numbers after each quarter.",1,1,0,0,0.0318,0.5519,0.4164,-1.077,-1.775,0.001,0.358,-0.307,-0.596,-0.444,-0.564,-0.078,-0.282,0.518,1.225,-0.811,0.773
"Thanks again, have conveyed your words to the Tesla team, who have been working crazy hard. Really energizing!",1,1,0,0,0.9852,0.004,0.0108,0.615,-1.286,0.001,0.514,-0.786,-0.75,-2.571,4.008,2.171,0.259,5.983,0.315,4.077,-1.106
"They are incorrect. We never met, nor have we ever been scheduled to meet.",0,1,0,0,0.0162,0.6232,0.3606,1.603,1.081,0.0,0.519,1.567,-1.204,2.769,1.253,2.268,-0.136,3.069,0.592,3.17,1.3
"More “Reveal” bs. Tesla is overseen by Cal/OSHA, most stringent labor safety org in US, & they’ve never found us to misrepresent. On other hand, Ford, Chrysler & GM (UAW) have repeatedly been found to fake safety numbers. Strangely, that info is missing from Reveal article …",1,0,0,0,0.0231,0.602,0.3749,0.252,1.539,0.0,0.528,-3.364,-1.238,-0.779,-0.841,1.995,-0.446,-8.155,-0.964,-8.434,-0.74
